1023895,100,53
1480817,115,9
1612893,124,48
1613692,111,34
1613017,200,9
1743575,107,46
1640702,169,215
1642815,88,32
1636818,80,24
1682737,190,36
1687595,275,23
1706915,175,102
1730202,140,34
1738291,72,226
1740785,96,298
1751751,169,38
317696,129,50
1029506,75,81
1775032,395,3
1801815,120,160
1803801,100,16
1811745,245,70
1817922,150,108
1818342,99,66
1826139,299,94
1831568,80,47
1155851,129,148
1849988,170,394
1853421,170,6
1855417,165,58
1294098,190,104
1868839,100,40
1901477,280,88
1887873,85,82
1907015,199,41
1927004,199,104
1934192,100,113
1939619,300,51
1954555,225,34
1934192,55,165
1979865,70,503
1998272,140,53
2008330,130,121
325306,150,8
2035506,129,23
2040542,160,96
2046301,120,6
2063261,115,7
2063612,299,78
1336633,145,57
2078292,185,19
1005087,260,39
1826139,275,128
2108995,105,30
2040542,140,92
2143683,250,21
1939922,65,13
2144360,300,23
1725242,99,0
1725242,28,1
2157711,82,175
2174719,109,113
2064560,99,133
2181530,125,48
2191136,150,92
2193861,150,27
2196820,250,102
2204326,135,46
2059471,149,9
1543378,100,184
2064560,89,245
2220492,85,70
2238440,255,59
1739359,240,44
2243649,175,60
2255820,125,28
81046,175,18
1997447,110,46
2297302,170,26
2299713,72,211
1907015,235,2
2313040,160,150
2321097,240,153
8003829,647,16
2352274,125,28
2378237,150,14
1382273,105,362
2395278,72,38
2396890,140,51
2402296,75,31
2418579,79,96
2421854,130,29
907405,90,16
2449055,400,11
2453971,350,28
2460925,140,23
2469696,155,18
2480479,110,16
2483843,114,9
1645998,299,54
2492723,130,101
2493425,85,87
2501656,400,56
1826139,700,108
2531171,460,35
2536209,120,6
2536879,130,1
2541099,100,63
2041793,135,0
2550339,160,18
2569931,180,21
2594559,110,132
2597146,80,72
2597578,60,48
8003829,600,68
2604093,55,306
2276324,170,22
2622306,150,39
2639261,149,24
356740,140,50
2646706,70,275
82145,288,58
1305208,60,151
2651853,95,20
746739,250,16
534206,150,55
2674073,139,7
2303229,295,106
2677807,200,47
2534678,105,24
2673467,199,185
2699033,230,32
2707013,110,23
2710951,299,46
2460631,50,18
1500854,175,11
2727759,125,10
1829820,120,22
2737834,99,19
72249,129,11
2761838,195,5
2460218,250,2
2778131,150,15
2040542,175,107
2797260,110,79
2798173,90,31
2717897,95,3
2439449,65,320
2810037,150,10
2809841,125,5
2815910,206,26
2830952,245,10
2831228,200,29
2851886,129,360
2859023,97,6
1544456,250,71
2865047,140,15
2865851,89,9
405625,138,19
2866447,120,59
2866493,100,10
2867494,32,241
2868026,150,17
2878977,139,8
199266,230,1
2882910,150,4
2049843,90,8
1759884,300,103
1501059,110,39
2901110,90,37
1759884,250,41
2906309,85,25
2906532,118,17
2912339,130,34
2913467,140,7
2914846,150,8
2580855,225,49
2408429,65,244
2923773,90,210
2871004,200,32
2974208,90,178
2976221,150,17
2977834,150,20
3007402,150,215
3015785,80,467
3019841,139,28
2485229,232,34
3038971,140,3
3040748,78,310
3040855,69,224
749611,69,195
2782084,125,29
3078096,140,30
2695123,120,13
2980639,213,23
3093502,140,18
3098348,70,71
3111814,150,0
3015785,90,258
3113556,150,14
6522250,125,36
3103819,225,39
2243649,135,43
1587071,336,5
3129593,129,72
3146203,125,21
898904,95,71
3078488,100,126
2922757,120,61
3181829,79,15
2531171,453,13
3192579,105,1
3195385,105,22
3195444,99,38
2293300,90,46
3207136,100,206
3209034,139,107
3209315,120,32
3220306,99,17
3233074,175,57
3233074,250,27
3243732,140,72
1909580,129,168
2841990,150,30
3265689,135,41
2369370,115,8
3281176,40,18
3266011,100,98
1634910,170,7
3287406,140,29
3278419,85,541
3278419,85,438
3305102,150,4
3317069,145,161
3317069,150,84
3317069,150,108
3336575,205,25
3340533,110,25
3348843,350,12
3350109,170,12
3351752,325,21
1406783,87,64
3358777,125,16
3360600,250,17
3361425,139,0
3367431,99,9
3375589,140,13
3375808,147,29
2467597,175,26
3080120,199,2
3399045,245,46
1609969,180,24
3418459,125,21
3430839,100,12
3433441,69,4
3441165,214,15
2815079,149,49
3451776,150,20
3460384,295,39
3467586,90,13
3478967,250,11
2309485,80,292
3498674,65,221
3499336,108,17
3508107,89,17
2272095,114,78
3529778,175,320
3536831,90,64
3539652,70,57
3281295,240,110
3547465,337,66
3548522,95,11
3556421,85,576
3564543,120,21
3498202,175,82
2302855,129,46
3557630,95,50
3595270,150,143
3596051,250,2
3586216,139,23
3601944,200,12
3505991,119,23
3603862,80,11
3606809,250,19
3607736,240,76
3612534,98,150
3397629,219,118
3601944,97,195
3517912,275,24
3644216,110,126
1617692,119,7
3672783,121,5
3673389,149,6
3678493,99,59
3681236,90,5
3681248,130,24
2411384,170,43
675326,175,10
1725014,110,12
3713242,156,84
3723928,69,143
3727363,149,0
3734697,145,7
3744541,99,20
3755342,82,373
3775786,300,93
1902079,150,44
3766012,85,87
3781782,85,3
3788198,145,96
3788673,125,58
3788898,125,126
3267693,70,281
2460974,99,28
965667,275,168
2028878,160,16
3823268,150,10
232321,130,69
3840119,89,138
2646706,70,221
2200247,139,50
3846003,99,58
3846003,119,147
3877342,299,19
3880042,175,41
1582128,300,76
3888452,150,39
3898249,125,10
3899684,260,11
3899684,260,11
3899684,260,12
3899684,260,7
3518386,109,94
3713242,150,79
3482922,130,22
3548522,60,40
3946850,150,9
3896953,199,32
3955041,240,26
3966326,219,56
329249,190,1
3970753,250,188
3971766,220,109
3975477,140,130
17507481,89,18
329249,140,2
3986784,130,36
1387938,85,37
3997123,235,92
3997915,105,43
4000086,319,89
3548522,225,6
4002861,126,31
578294,95,21
4009374,228,46
4013546,56,212
3678216,225,57
3877342,109,227
4063638,135,23
4068486,340,9
2313061,119,264
195859,40,134
4075972,120,18
4091515,98,350
3601944,94,166
4106698,140,2
3357851,80,56
4108797,350,143
4109239,170,12
3964788,135,153
2403906,140,12
4117326,150,26
4117053,165,27
4120466,149,47
4125951,250,38
3161745,171,1
1030587,140,13
4074819,111,50
2586026,200,602
4150161,110,4
711884,125,59
965667,260,160
3917644,249,61
4120042,185,38
4180511,110,24
3826985,80,45
4184910,150,254
4188143,75,274
3732811,255,12
1485821,200,77
4199178,130,15
4203731,99,22
4207199,110,1
4212321,180,38
4215174,124,15
4173674,150,46
1657181,150,70
4221960,120,465
4239610,110,346
3742898,96,39
4249281,160,4
3449505,349,42
3718408,200,19
4285996,95,8
4225603,300,29
4290554,100,51
4291496,190,32
4194155,165,76
4294992,129,38
4296919,125,389
3788898,125,137
1308040,165,19
4294559,127,43
673543,85,22
336950,29,53
4319538,195,23
77484,140,98
4322943,300,74
4323295,110,5
3845311,159,12
4346522,175,22
4211248,120,38
4312792,89,34
4363352,150,0
4364112,245,29
4364462,120,253
4119336,115,46
3054367,175,10
4371112,90,21
3098651,55,129
3253900,94,2
4386675,420,4
551716,85,21
3557914,79,3
437989,220,4
4402188,225,69
4285996,95,19
4418792,85,269
4419885,300,25
4420734,110,71
4663170,150,37
4426149,195,26
4438302,190,17
4443833,140,499
4332324,240,152
4398387,800,70
4459890,180,62
1347048,250,260
4475783,60,9
77484,180,98
4494136,140,346
7491208,200,102
4520552,133,70
4520718,109,34
4521818,120,137
2620478,175,8
4533021,160,134
4543444,140,50
4552493,80,7
4555726,160,250
4560570,80,64
4585541,47,174
1118702,180,83
1314991,110,2
2870532,195,10
2542861,300,29
4592706,250,30
4614541,100,31
4615516,110,370
4615590,60,323
4585922,315,22
425268,120,57
4614541,150,33
4638659,80,0
3332206,89,393
3856517,89,65
4663978,120,46
4682226,80,22
12541030,109,49
4684314,125,341
4698057,90,25
4682226,85,29
4708484,250,47
4724613,185,27
4579810,149,29
4707486,99,20
4778790,198,110
450453,239,45
1608775,65,49
4720049,119,53
4774482,250,53
4779243,150,12
961670,60,22
2867494,97,36
4817958,129,58
488009,59,243
2056454,150,25
4917532,210,51
4922720,255,49
4927986,99,20
4936848,100,19
4937229,399,48
2705990,99,68
4947559,150,64
3112142,145,18
4959306,295,1
4959941,159,30
4965029,200,24
1917728,139,93
1176934,129,10
4281750,115,204
5020505,130,132
5022352,119,63
5037506,440,92
5062046,175,55
5069954,185,350
5073186,140,58
5076226,195,16
4280207,65,9
3775031,145,5
5115647,155,9
5102632,85,286
5134833,75,130
5146783,135,3
5162447,115,35
5163484,70,33
5173586,160,11
5183517,79,61
1477248,130,33
5204869,95,7
4663978,220,10
4794187,275,18
2049167,240,24
538659,89,280
2633774,349,18
5297940,95,132
5351733,169,32
3879155,76,192
3717123,38,200
5396559,114,1
5417945,80,235
5372719,84,14
3205205,250,29
4415881,85,249
5472530,300,18
5136065,95,60
5488484,400,90
5489703,295,80
56142,125,0
5527871,145,40
5530981,109,46
3523553,133,67
5536020,250,16
3523553,99,69
4443157,59,376
5545294,115,41
5557171,210,123
5558015,119,19
5039682,125,1
5585057,89,184
5396559,57,3
5037279,132,33
125667,120,190
10906309,150,10
5617295,170,27
5617764,140,2
5619477,110,12
1383927,250,2
5624086,109,21
5545432,200,112
5646154,94,440
3040855,69,130
5647814,89,87
62341,89,44
5673816,240,14
5676148,125,25
5701682,225,13
4489932,105,54
5711109,200,15
5713208,110,14
5714947,399,36
5699942,60,46
5717892,225,17
2352384,172,10
2321097,280,61
5732915,200,42
5735565,100,3
2321097,200,37
2321097,125,50
5747929,376,43
3467716,130,18
5750100,475,34
2976877,150,16
5788761,325,8
5788956,225,30
5808421,95,192
5813322,180,190
2712718,275,70
995697,260,14
4627355,80,25
1899420,69,377
1436773,179,24
5827869,275,10
3885521,129,7
5857608,249,20
5796250,99,37
5858811,99,4
5878526,115,73
3529778,175,231
673698,145,42
5892899,350,33
5893654,119,261
5893458,145,22
5897418,90,12
5357668,250,18
4850366,96,20
5935980,225,19
5936488,346,5
5937460,379,57
5994388,85,53
5953073,125,23
2816647,200,63
5967133,55,25
5527039,120,19
5979580,125,44
126790,100,54
5906430,180,25
2202945,300,0
6020988,175,12
335166,120,14
6029062,542,19
6029990,70,16
5866965,120,13
6038385,70,1
2718002,114,86
5134833,75,142
6045524,55,121
6053012,88,111
2702593,85,17
318754,98,25
6057160,150,84
6064305,85,19
6063077,150,309
6072512,250,5
6074859,40,39
6077155,200,17
6078125,200,23
6088062,150,38
5037898,199,92
5427760,93,40
2028878,140,47
6113063,92,10
5847836,199,11
6127483,85,250
6130091,80,10
3194733,125,101
6142269,110,168
6114964,99,12
3767380,69,173
4438341,385,31
6175262,99,42
6179713,115,0
4973226,275,3
6197378,250,6
6211092,325,21
6212648,169,48
6225272,195,11
6225831,149,29
6233147,145,14
3314075,124,129
6257821,180,9
6101182,183,18
3014599,95,8
6289853,70,0
2480643,105,84
6300541,58,301
6302268,75,74
6317523,110,29
5796250,100,28
6299692,110,54
6331960,160,32
5400416,199,66
2748180,250,2
6345107,220,0
2337030,300,20
1135786,130,75
506601,250,19
6368949,295,8
5093231,120,5
6405759,125,14
6407677,160,176
1593936,88,11
6424865,80,7
6428213,120,36
4918024,147,79
6462270,150,9
6468856,80,414
2894009,229,44
6469465,180,47
6478832,125,21
6480197,140,58
6426141,74,281
2687994,185,48
6496355,122,1
6497540,125,12
6211395,45,44
6522776,250,1
6367434,99,17
1494200,200,3
6534317,263,26
6535544,66,32
6536417,140,126
6536982,120,0
6543769,200,141
6550625,154,22
6551493,175,33
6564574,150,43
6565457,120,19
2095158,80,4
6587903,130,49
6621816,230,22
2865695,130,47
6638075,110,0
6666198,259,23
3055437,95,47
6673715,90,282
6673713,88,53
6681071,225,10
6449836,130,40
6708605,175,7
1552059,135,20
6709944,110,35
5415555,275,27
6711145,69,57
5646154,74,311
5967133,38,72
329249,415,1
329249,475,8
329249,480,4
329249,160,0
329249,650,4
6749124,160,230
6750660,139,57
329249,415,0
3971851,299,61
6739095,295,28
6797351,65,492
6810421,140,28
6338151,225,45
6804135,180,27
6820418,119,14
3079884,88,9
6841297,100,25
6841544,79,28
6842648,125,3
6863370,139,59
6870489,225,11
6870891,250,18
6873206,380,29
6799478,99,9
6391109,199,60
6888500,220,15
6833871,110,46
6890441,150,31
6896341,75,11
6900127,200,19
6900064,200,8
6910429,60,156
508579,90,128
6543769,200,13
2826060,220,26
1743443,140,7
6925102,90,247
3358502,153,7
6952882,98,4
2714856,210,27
6977478,89,105
6982638,79,33
6983618,100,7
5766126,98,16
6998257,89,41
7013532,125,8
7017633,109,88
4615590,60,307
7051715,170,20
7051971,60,278
4109781,149,80
7063973,225,5
7050703,199,50
3573065,199,56
6640722,149,33
7083037,230,29
3296357,115,30
766408,135,1
7109295,295,43
7126883,400,29
5796250,100,48
7151989,98,78
895838,140,1
7153297,94,44
5796250,180,90
4169305,150,10
5796250,110,33
5796250,125,28
5796250,99,61
7178863,120,6
5720215,160,6
6469405,109,110
7209768,300,35
6055140,130,14
7214483,150,12
7218607,150,8
4991421,285,29
7224365,200,8
7223904,125,18
7233485,125,60
3140419,200,66
7247111,149,7
7256771,77,149
7259166,65,81
7203986,395,44
6299892,185,21
3756198,150,10
7302440,125,46
4905127,123,112
4905127,79,145
7296648,85,17
5206817,99,33
6613686,95,29
6701188,135,45
6610804,295,19
7358924,200,76
7361471,90,178
7371529,75,348
1477248,86,9
6508699,350,43
7271240,129,26
7166220,120,19
7393841,140,5
7403304,100,16
7403349,135,56
6862318,75,160
7220997,150,52
7414191,95,19
6351011,150,10
7415831,150,3
7417856,170,0
7418566,139,8
7424614,109,2
843094,74,34
7429778,191,74
7434579,99,79
3040748,77,98
4246911,160,26
3607736,75,29
7356368,170,41
829781,85,22
7474002,199,0
4603865,179,14
7392170,130,13
7480192,195,12
5979549,100,68
6192868,200,13
7493936,125,23
7497279,110,48
7503543,250,19
6862318,140,113
7538251,79,158
7542726,99,18
7505562,150,8
4379822,150,16
1829492,300,4
7547999,213,24
7550463,250,6
5034213,99,5
7302553,199,29
7564031,199,30
5952018,150,32
7570689,78,410
3399630,149,32
6632561,138,88
7588663,180,55
2539835,200,36
7602408,120,19
6268932,95,46
7604160,150,36
7625861,145,205
7652110,110,10
6227685,115,7
14183886,105,82
1610324,125,229
7695197,135,20
7681233,195,25
7699189,159,26
7672132,129,34
7561431,120,1
7716961,149,88
5058598,500,10
7767867,51,143
7337450,121,10
4100482,110,12
7778181,69,19
7794998,110,16
6681879,105,36
2132460,95,256
7454957,128,30
3913238,125,15
7825882,100,38
7482348,160,5
7816755,90,39
5739589,249,68
2444422,232,10
7854870,174,153
4355186,140,112
7865160,140,39
7867565,90,631
7893075,115,10
7914503,135,74
7928859,155,47
7091004,90,36
3877342,119,45
7934022,100,48
6126617,125,57
7943234,150,12
7944104,176,45
7733906,130,40
7945939,120,12
7830981,225,52
7682644,109,38
692831,148,9
6497853,89,13
8002199,119,34
7968306,90,26
8012014,180,12
8022753,335,72
6679503,129,12
8023584,280,52
1888971,110,13
7830864,92,74
3671340,300,32
8046865,350,10
278253,225,163
5113662,248,41
8062053,175,33
8071702,140,64
4272620,250,19
3899684,250,9
8087847,80,29
8101051,100,60
4878850,140,33
3051822,163,23
7831648,95,35
8129778,97,178
7987070,119,12
8136794,135,65
7502881,110,21
8140762,325,5
7552675,270,31
8153186,155,58
7515735,199,15
3498674,60,173
8194617,89,118
8211862,121,3
2906390,199,14
8214070,59,6
8237808,150,110
4625324,99,10
8261153,300,66
1678490,130,36
8296118,274,22
6332009,95,46
8272088,119,10
8305721,167,50
8306202,134,57
8307907,75,137
7742206,119,13
2694521,115,4
8331415,103,27
7439966,127,11
4380449,220,79
8378048,80,331
2526159,165,4
8403686,158,11
7794998,60,0
8405599,300,101
3477524,125,22
8447951,98,23
8462819,99,77
7844122,275,21
4503744,99,55
8534655,150,167
8544609,220,28
4173309,142,54
1527931,250,26
8548253,200,23
1125467,85,18
8558478,115,7
8567043,125,24
8578849,200,50
4209869,85,16
8569982,129,7
6862318,80,136
5004150,110,35
8646858,120,8
8664912,84,222
1899420,59,297
8670477,395,53
527982,120,47
8682550,200,29
1801901,130,6
8702708,80,29
7700466,190,10
6212243,115,3
3404005,82,24
8729867,285,38
7358924,190,54
4031195,200,2
2700299,200,87
1011032,199,20
8733767,125,37
8746288,130,14
8249294,120,190
7915637,137,1
4891238,235,72
6942600,500,0
8767751,100,0
8787804,119,13
8789413,175,44
8808508,110,149
6533193,99,118
8812389,109,38
7050970,70,26
8853480,85,29
8873574,95,333
3173916,87,80
8891143,220,5
8848723,120,52
4223275,95,9
8931564,125,55
2132460,250,54
8949817,220,54
8999850,120,265
9007370,109,53
6907103,140,62
9012822,200,32
8817734,79,185
6673155,90,113
9035487,292,15
7356863,110,210
9030081,185,39
8982145,105,22
9064219,84,0
9075210,99,43
8329753,179,18
9085127,85,348
9101670,291,8
8788562,125,33
9116113,125,35
9121131,215,36
9123787,100,10
9133729,110,70
2353917,60,52
9136787,155,58
9136823,149,32
9137400,225,8
9137568,295,37
1636651,215,9
9148155,140,19
9159331,295,3
9171269,176,18
5888570,77,2
9181817,100,19
5994851,119,17
9004847,135,39
9210484,100,20
9219776,275,59
77484,200,117
2306959,145,32
9263305,150,22
9275751,69,26
9287447,180,71
4673624,199,40
3260802,150,69
2205770,75,229
9322276,110,16
4301682,150,10
3542621,80,20
9329996,225,41
9331818,150,42
9343287,79,19
1930603,160,39
1784454,149,56
5680826,98,336
4684069,400,14
8487969,180,18
9367538,125,35
620111,130,87
5314823,218,19
9398246,150,67
4976553,125,29
9412285,86,154
9419384,150,2
5730772,85,254
5207623,125,15
9426449,80,133
8691762,69,138
9434039,289,81
4765752,90,51
9437279,100,23
9445208,175,9
3347747,105,76
9446964,114,13
4840454,129,87
942301,175,29
9468259,150,4
4416629,150,10
1325697,450,25
9497470,40,1
9502480,130,606
9512202,180,3
7762249,155,42
6717803,60,24
6301279,130,4
9566467,200,11
9571458,135,14
4479330,115,18
3347747,315,39
9575316,110,23
7803724,99,4
9590018,59,272
9595076,54,207
9598593,120,38
2067960,100,77
34080,390,20
9626118,120,37
9641407,119,49
6813652,126,38
1454962,300,1
9667223,149,128
9670730,160,0
9674659,140,109
3492012,350,26
9426449,75,190
9703677,99,2
9705888,140,59
7261788,84,320
9720300,75,81
9722559,299,49
9732292,131,26
9752532,99,82
9764752,120,21
9781872,150,7
9782380,245,72
9753892,130,9
517541,115,47
9823915,69,233
4197303,95,93
6841544,38,15
4807298,200,76
7134355,99,16
9846631,160,24
9850918,120,15
8338825,112,10
9426449,190,16
9874890,95,265
8612814,105,78
7679262,78,272
195126,220,15
9937967,169,32
2932713,95,30
9941039,175,13
9948828,99,68
9957140,126,22
9961834,100,45
9963719,200,33
9809026,94,22
9925962,150,13
1672823,190,324
9981353,200,28
9314105,299,25
9988208,159,8
9790923,230,27
1000518,50,64
10008270,150,0
10009103,140,47
7923273,70,9
3632839,125,3
9733150,175,5
3576012,330,77
3186508,150,12
10009103,87,284
10047120,110,29
399461,50,5
10052583,185,36
1754623,100,50
3960806,120,1
10074958,159,2
1811434,89,27
10090907,200,20
3145131,79,19
9905351,150,10
9732994,130,61
10105784,125,14
1326792,225,0
10117243,275,6
5673746,120,11
10065305,180,6
4651226,350,2
4741426,99,38
10142634,147,55
10049992,210,29
10168619,130,15
8317919,150,0
10188899,80,29
5971785,99,29
7573668,85,14
5973112,115,13
3194733,155,55
10244203,159,21
4520222,45,163
1329775,220,14
6553233,100,19
9447620,140,10
619612,110,4
7570111,200,2
9735009,109,39
10312977,299,15
10315863,100,16
7261788,84,335
10328790,90,435
10341778,145,32
10341927,70,0
2028878,100,19
6114520,240,22
10348592,220,4
10226170,250,26
5769702,120,1
7945146,125,34
10359419,127,2
10363053,148,59
7999104,135,87
4634377,160,35
2740598,114,69
10369417,450,11
2028878,110,31
8993151,199,38
10400568,150,22
10400828,119,36
6641152,85,0
10020636,75,27
10409807,600,51
10410464,50,20
10409807,490,10
10426536,125,10
10100106,106,55
1488099,64,11
10358428,160,56
7923106,200,28
10483759,177,29
10495663,350,19
10497718,75,38
10502244,115,2
6316912,85,395
9957140,235,16
9957140,430,17
9957140,999,15
9957140,600,16
9957140,119,35
1391474,150,43
10561259,200,39
8493544,201,23
7865933,150,34
10585553,200,123
10588368,175,9
10592295,105,79
8862964,250,22
4155420,150,7
10600507,40,1
1526936,165,76
3571643,125,4
8226123,130,36
10628928,120,11
9123230,125,4
10122091,209,17
10426849,89,52
3476261,99,15
1547065,125,29
10670531,110,39
10670068,85,362
10674818,85,10
5796250,95,40
5796250,105,84
5796250,95,79
3188453,150,22
10743172,275,11
2597146,60,207
10783651,119,145
10792478,120,41
4398501,179,29
10409807,498,57
1953328,150,4
1953328,180,0
10823862,85,0
1477248,105,26
10842732,120,305
10844429,299,56
10867286,325,17
10868551,100,1
10881230,270,34
9266296,90,284
5328515,90,12
7607683,300,58
1477248,75,8
10905591,105,141
10906816,101,86
72249,249,16
10871108,160,13
2221665,120,2
10945068,418,14
10945099,85,11
10947266,250,7
10958477,100,39
9558831,75,2
10965305,165,60
5378966,177,7
5513568,151,43
10660162,135,4
10410582,109,84
11040439,140,31
11057252,95,73
867565,145,8
6130091,120,23
11090870,150,62
11091694,150,8
6630741,160,75
11099352,135,14
3996463,99,10
9238680,150,27
11148293,115,98
11171705,150,0
11176333,109,101
3778175,75,6
11184992,115,234
5953322,599,31
9900371,140,7
11253767,109,14
9159384,127,9
6514651,180,49
11258117,150,0
10463068,295,0
11283885,80,46
6059787,139,12
10940840,105,31
11305798,149,32
11337160,135,14
11352364,425,7
11353171,349,51
11353909,175,12
10864310,150,86
10689469,300,13
11408530,99,5
11413756,115,71
6861784,179,47
11499410,180,1
11503472,120,11
11507135,150,20
8809927,110,0
11544503,150,0
4742310,215,10
2785362,95,30
11601106,295,52
11606810,300,6
11620583,115,138
195580,70,7
8726556,175,4
11655485,230,6
11678377,65,37
4250322,150,16
11650694,175,35
11724972,225,24
11751410,500,9
3586043,46,27
3586043,70,12
11845593,240,18
36701,84,35
5232385,155,10
3973771,109,25
7999467,250,5
1746634,48,5
11924110,139,85
7594884,97,63
2778881,129,7
8352582,350,21
11010221,109,40
10569558,57,88
5145209,80,4
4387509,62,4
10271537,85,1
4659585,545,48
11988372,130,32
11300670,210,48
11994755,250,9
11997764,75,156
12018031,150,5
11971692,75,4
1964005,217,0
12069700,135,54
12058177,75,42
12058177,120,0
7907666,250,23
12119860,250,17
12168785,99,31
8122713,95,2
12179373,180,18
8691345,109,87
12203902,169,46
12218368,80,6
12236645,90,41
12238652,115,19
2774147,275,9
10008303,110,17
777345,500,0
1937981,150,13
5615186,120,36
12227060,139,44
12289653,95,11
12293873,100,21
123414,65,238
1487971,225,34
9527049,99,12
9266156,81,25
7358637,169,0
12412954,99,11
10015905,139,266
12443362,210,21
12448020,79,224
82145,300,79
6037528,145,10
11518012,150,13
12479183,130,17
4159413,90,11
5222532,60,7
3523553,386,13
6139246,150,58
5400786,112,46
311067,72,52
11731622,150,11
12574181,110,30
12582722,95,0
12593174,95,31
4246574,80,4
12599696,325,35
3653201,150,3
12600964,129,71
12526103,220,80
12627558,249,34
682801,675,26
12639101,150,30
6331314,149,337
12635602,100,44
10428722,180,8
12660053,95,6
10886830,125,6
12348866,107,313
12679676,99,393
12690109,95,100
12693120,125,40
4577792,300,41
12716442,149,13
10388381,397,12
12955104,111,47
12784049,93,446
12567638,110,17
12789867,100,69
8769186,91,73
12839939,60,32
12676384,73,10
9396158,75,14
187728,149,125
3071046,95,64
12919491,65,20
11550117,266,38
12953966,85,34
11889592,195,11
12978317,180,26
5619206,249,23
12978768,55,155
12979522,75,44
12981929,140,40
12986027,200,1
11798018,115,27
12990184,99,87
11468877,99,43
6748652,149,25
3071330,155,54
12997063,200,12
10863932,100,65
13083774,95,0
13087571,90,23
1818293,100,2
5582413,375,62
13098216,56,105
9106987,78,14
7335058,150,37
7857616,120,57
13178396,99,18
13179284,275,39
13181512,213,25
13171143,149,29
12533715,99,24
11507135,69,102
13086804,290,18
13226132,90,46
10711622,68,67
1150862,175,8
13288769,230,5
13306329,130,15
10030473,80,141
10064959,90,202
13348788,110,9
9275484,73,350
10697763,65,166
13098216,84,33
13436910,89,13
13438423,190,18
2709101,210,42
12978578,69,7
2142811,120,28
13487234,136,59
5137582,75,36
11386978,227,33
5137582,80,34
3018316,110,212
13523997,100,55
13531716,107,1
5137582,90,32
5137582,90,16
13555551,110,41
10302269,95,64
13572238,80,25
1221263,130,8
13591650,75,12
13527034,145,36
13623665,405,7
13212788,75,0
3042726,189,10
12946991,139,9
1176129,140,9
13659182,125,71
6754323,100,23
13669293,115,52
5739950,299,61
10795423,120,50
6836543,55,4
10092422,155,9
2545702,191,39
617829,120,11
12735907,220,0
1849726,90,44
13829335,183,61
13840094,215,22
2674028,225,219
5276698,124,11
12695972,125,16
13862000,225,76
13885006,115,7
13893182,100,2
10316621,55,15
10365673,175,18
13060291,105,248
13917903,85,8
13929525,240,24
11727532,89,17
13762639,99,13
10008585,75,74
11019949,110,11
4270754,105,30
4394569,180,23
13983492,110,35
6253175,160,39
436145,110,128
14028714,120,6
14029328,140,12
13954607,80,6
14047320,180,30
13988110,200,57
6035564,270,24
14086945,85,15
5376351,68,139
2204967,130,194
14122005,50,266
2965087,160,6
11001794,160,135
14122005,58,204
2679971,250,89
14183886,120,1
14189174,172,31
5988,80,80
14194045,150,42
10049567,75,4
7703093,200,56
